  4,6
  7,2
  4,3
  9,5
  7,2
  3,3
  5,1
  2,3
  8,3
  3,2
  5,2
  1,5
  2,4
  8,2
  7,2
  5,1
  1,4
  9,4
  1,3
  6,5
  6,3
  3,2
  3,2
  6,2
  1,6
  7,3
  3,2
  1,4
  8,4
  6,2
  5,1
  1,5
  8,4
  5,1
  8,4
  8,4
  3,2
  7,6
  1,5
  7,3
  4,2
  4,1
  7,2
  5,1
  6,5
  4,3
  6,3
  3,1
  5,1
  2,1
  7,1
  3,2
  4,3
  2,5
  8,15
